Reference area,Frequency of observation,Measure,Unit of measure,PRICE_BASE,Price base,TIME_PERIOD,OBS_VALUE
Greece,Annual,GDP per hour worked,Index,Q,Constant prices,2010,113.0192927
Greece,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2010,-0.989970299
Greece,Annual,GDP per hour worked,Index,Q,Constant prices,2011,105.371024
Greece,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2011,-6.767223988
Greece,Annual,GDP per hour worked,Index,Q,Constant prices,2012,98.57410591
Greece,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2012,-6.450462193
Greece,Annual,GDP per hour worked,Index,Q,Constant prices,2013,96.55847209
Greece,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2013,-2.044790365
Greece,Annual,GDP per hour worked,Index,Q,Constant prices,2014,96.29314561
Greece,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2014,-0.274783222
Greece,Annual,GDP per hour worked,Index,Q,Constant prices,2015,99.70461387
Greece,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2015,3.542794493
Greece,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2016,-3.716449721
Greece,Annual,GDP per hour worked,Index,Q,Constant prices,2016,95.99914203
Greece,Annual,GDP per hour worked,Index,Q,Constant prices,2017,97.71355999
Greece,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2017,1.785868012
Greece,Annual,GDP per hour worked,Index,Q,Constant prices,2018,94.6813106
Greece,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2018,-3.103202255
Greece,Annual,GDP per hour worked,Index,Q,Constant prices,2019,96.89127478
Greece,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2019,2.334108147
Greece,Annual,GDP per hour worked,Index,Q,Constant prices,2020,100
Greece,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2020,3.208467662
Greece,Annual,GDP per hour worked,Index,Q,Constant prices,2021,96.58613594
Greece,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2021,-3.413864057
Greece,Annual,GDP per hour worked,Index,Q,Constant prices,2022,98.02195987
Greece,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2022,1.48657353
Greece,Annual,GDP per hour worked,Index,Q,Constant prices,2023,98.53203111
Greece,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2023,0.520364249
Hungary,Annual,GDP per hour worked,Index,Q,Constant prices,1995,56.07250181
Hungary,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,1996,0.398351555
Hungary,Annual,GDP per hour worked,Index,Q,Constant prices,1996,56.2958675
Hungary,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,1997,1.483780831
Hungary,Annual,GDP per hour worked,Index,Q,Constant prices,1997,57.13117479
Hungary,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,1998,3.606736146
Hungary,Annual,GDP per hour worked,Index,Q,Constant prices,1998,59.19174552
Hungary,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,1999,1.123473535
Hungary,Annual,GDP per hour worked,Index,Q,Constant prices,1999,59.85674911
Hungary,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2000,3.973442804
Hungary,Annual,GDP per hour worked,Index,Q,Constant prices,2000,62.23512281
Hungary,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2001,5.672226559
Hungary,Annual,GDP per hour worked,Index,Q,Constant prices,2001,65.76523997
Hungary,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2002,5.655765035
Hungary,Annual,GDP per hour worked,Index,Q,Constant prices,2002,69.48476742
Hungary,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2003,3.862277077
Hungary,Annual,GDP per hour worked,Index,Q,Constant prices,2003,72.16846166
Hungary,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2004,6.312589431
Hungary,Annual,GDP per hour worked,Index,Q,Constant prices,2004,76.72416034
Hungary,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2005,6.412982151
Hungary,Annual,GDP per hour worked,Index,Q,Constant prices,2005,81.64446705
Hungary,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2006,3.525030285
Hungary,Annual,GDP per hour worked,Index,Q,Constant prices,2006,84.52245924
Hungary,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2007,2.207041244
Hungary,Annual,GDP per hour worked,Index,Q,Constant prices,2007,86.38790478
Hungary,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2008,3.309819684
Hungary,Annual,GDP per hour worked,Index,Q,Constant prices,2008,89.24718866
Hungary,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2009,-3.065568913
Hungary,Annual,GDP per hour worked,Index,Q,Constant prices,2009,86.51125459
Hungary,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2010,1.62829382
Hungary,Annual,GDP per hour worked,Index,Q,Constant prices,2010,87.919912
Hungary,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2011,2.74964033
Hungary,Annual,GDP per hour worked,Index,Q,Constant prices,2011,90.33739336
Hungary,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2012,-2.125101489
Hungary,Annual,GDP per hour worked,Index,Q,Constant prices,2012,88.41763206
Hungary,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2013,0.758664502
Hungary,Annual,GDP per hour worked,Index,Q,Constant prices,2013,89.08842525
Hungary,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2014,-0.568690224
Hungary,Annual,GDP per hour worked,Index,Q,Constant prices,2014,88.58178809
Hungary,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2015,1.537560042
Hungary,Annual,GDP per hour worked,Index,Q,Constant prices,2015,89.94378627
Hungary,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2016,-1.582035997
Hungary,Annual,GDP per hour worked,Index,Q,Constant prices,2016,88.52084319
Hungary,Annual,GDP per hour worked,Index,Q,Constant prices,2017,90.90112581
Hungary,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2017,2.688951592
Hungary,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2018,4.450391147
Hungary,Annual,GDP per hour worked,Index,Q,Constant prices,2018,94.94658147
Hungary,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2019,4.518987714
Hungary,Annual,GDP per hour worked,Index,Q,Constant prices,2019,99.23720582
Hungary,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2020,0.768657455
Hungary,Annual,GDP per hour worked,Index,Q,Constant prices,2020,100
Hungary,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2021,3.76370605
Hungary,Annual,GDP per hour worked,Index,Q,Constant prices,2021,103.763706
Hungary,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2022,2.087617665
Hungary,Annual,GDP per hour worked,Index,Q,Constant prices,2022,105.9298955
Hungary,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2023,0.071255385
Hungary,Annual,GDP per hour worked,Index,Q,Constant prices,2023,106.0053763
Hungary,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2024,0.048989799
Hungary,Annual,GDP per hour worked,Index,Q,Constant prices,2024,106.0573081
Iceland,Annual,GDP per hour worked,Index,Q,Constant prices,1995,56.887092
Iceland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,1996,3.227106614
Iceland,Annual,GDP per hour worked,Index,Q,Constant prices,1996,58.72289911
Iceland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,1997,4.62966952
Iceland,Annual,GDP per hour worked,Index,Q,Constant prices,1997,61.44157527
Iceland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,1998,5.508530852
Iceland,Annual,GDP per hour worked,Index,Q,Constant prices,1998,64.8261034
Iceland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,1999,1.438847992
Iceland,Annual,GDP per hour worked,Index,Q,Constant prices,1999,65.75885249
Iceland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2000,2.89099894
Iceland,Annual,GDP per hour worked,Index,Q,Constant prices,2000,67.65994022
Iceland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2001,3.761518638
Iceland,Annual,GDP per hour worked,Index,Q,Constant prices,2001,70.20498148
Iceland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2002,1.916077595
Iceland,Annual,GDP per hour worked,Index,Q,Constant prices,2002,71.5501634
Iceland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2003,3.319452346
Iceland,Annual,GDP per hour worked,Index,Q,Constant prices,2003,73.92523698
Iceland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2004,6.803551472
Iceland,Annual,GDP per hour worked,Index,Q,Constant prices,2004,78.95477853
Iceland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2005,2.967859736
Iceland,Annual,GDP per hour worked,Index,Q,Constant prices,2005,81.29804561
Iceland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2006,2.568531777
Iceland,Annual,GDP per hour worked,Index,Q,Constant prices,2006,83.38621174
Iceland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2007,6.005907341
Iceland,Annual,GDP per hour worked,Index,Q,Constant prices,2007,88.39431036
Iceland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2008,-2.930456757
Iceland,Annual,GDP per hour worked,Index,Q,Constant prices,2008,85.80395331
Iceland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2009,6.397165034
Iceland,Annual,GDP per hour worked,Index,Q,Constant prices,2009,91.29297381
Iceland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2010,-1.027391187
Iceland,Annual,GDP per hour worked,Index,Q,Constant prices,2010,90.35503785
Iceland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2011,0.086139272
Iceland,Annual,GDP per hour worked,Index,Q,Constant prices,2011,90.43286902
Iceland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2012,0.144013857
Iceland,Annual,GDP per hour worked,Index,Q,Constant prices,2012,90.56310488
Iceland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2013,2.100474311
Iceland,Annual,GDP per hour worked,Index,Q,Constant prices,2013,92.46535963
Iceland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2014,-0.044787554
Iceland,Annual,GDP per hour worked,Index,Q,Constant prices,2014,92.42394666
Iceland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2015,1.680355645
Iceland,Annual,GDP per hour worked,Index,Q,Constant prices,2015,93.97699767
Iceland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2016,1.109382287
Iceland,Annual,GDP per hour worked,Index,Q,Constant prices,2016,95.01956183
Iceland,Annual,GDP per hour worked,Index,Q,Constant prices,2017,95.79302996
Iceland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2017,0.814009358
Iceland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2018,2.557397426
Iceland,Annual,GDP per hour worked,Index,Q,Constant prices,2018,98.24283844
Iceland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2019,3.085218247
Iceland,Annual,GDP per hour worked,Index,Q,Constant prices,2019,101.2738444
Iceland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2020,-1.257821725
Iceland,Annual,GDP per hour worked,Index,Q,Constant prices,2020,100
Iceland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2021,4.087403012
Iceland,Annual,GDP per hour worked,Index,Q,Constant prices,2021,104.087403
Iceland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2022,1.792322977
Iceland,Annual,GDP per hour worked,Index,Q,Constant prices,2022,105.9529855
Iceland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2023,1.302872809
Iceland,Annual,GDP per hour worked,Index,Q,Constant prices,2023,107.3334181
Ireland,Annual,GDP per hour worked,Index,Q,Constant prices,1995,32.16420085
Ireland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,1996,6.531402172
Ireland,Annual,GDP per hour worked,Index,Q,Constant prices,1996,34.26497416
Ireland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,1997,10.22548085
Ireland,Annual,GDP per hour worked,Index,Q,Constant prices,1997,37.76873254
Ireland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,1998,6.23808873
Ireland,Annual,GDP per hour worked,Index,Q,Constant prices,1998,40.12477958
Ireland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,1999,4.359917003
Ireland,Annual,GDP per hour worked,Index,Q,Constant prices,1999,41.87418667
Ireland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2000,5.503360598
Ireland,Annual,GDP per hour worked,Index,Q,Constant prices,2000,44.17867416
Ireland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2001,3.634643167
Ireland,Annual,GDP per hour worked,Index,Q,Constant prices,2001,45.78441132
Ireland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2002,5.22339358
Ireland,Annual,GDP per hour worked,Index,Q,Constant prices,2002,48.17591133
Ireland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2003,2.848963519
Ireland,Annual,GDP per hour worked,Index,Q,Constant prices,2003,49.54842546
Ireland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2004,4.222311881
Ireland,Annual,GDP per hour worked,Index,Q,Constant prices,2004,51.64051452
Ireland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2005,0.946200027
Ireland,Annual,GDP per hour worked,Index,Q,Constant prices,2005,52.12913708
Ireland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2006,1.636885053
Ireland,Annual,GDP per hour worked,Index,Q,Constant prices,2006,52.98243113
Ireland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2007,2.467241477
Ireland,Annual,GDP per hour worked,Index,Q,Constant prices,2007,54.28963565
Ireland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2008,-1.617134486
Ireland,Annual,GDP per hour worked,Index,Q,Constant prices,2008,53.41169923
Ireland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2009,6.786909645
Ireland,Annual,GDP per hour worked,Index,Q,Constant prices,2009,57.036703
Ireland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2010,6.285620024
Ireland,Annual,GDP per hour worked,Index,Q,Constant prices,2010,60.62181342
Ireland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2011,3.489889471
Ireland,Annual,GDP per hour worked,Index,Q,Constant prices,2011,62.73744771
Ireland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2012,0.324732867
Ireland,Annual,GDP per hour worked,Index,Q,Constant prices,2012,62.94117682
Ireland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2013,-1.802164313
Ireland,Annual,GDP per hour worked,Index,Q,Constant prices,2013,61.80687339
Ireland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2014,5.856851933
Ireland,Annual,GDP per hour worked,Index,Q,Constant prices,2014,65.42681045
Ireland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2015,20.98013079
Ireland,Annual,GDP per hour worked,Index,Q,Constant prices,2015,79.15344086
Ireland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2016,-3.80293126
Ireland,Annual,GDP per hour worked,Index,Q,Constant prices,2016,76.14328991
Ireland,Annual,GDP per hour worked,Index,Q,Constant prices,2017,80.20645392
Ireland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2017,5.336207575
Ireland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2018,3.619543341
Ireland,Annual,GDP per hour worked,Index,Q,Constant prices,2018,83.10956128
Ireland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2019,1.748928748
Ireland,Annual,GDP per hour worked,Index,Q,Constant prices,2019,84.56308829
Ireland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2020,18.25490533
Ireland,Annual,GDP per hour worked,Index,Q,Constant prices,2020,100
Ireland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2021,8.118765694
Ireland,Annual,GDP per hour worked,Index,Q,Constant prices,2021,108.1187657
Ireland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2022,-0.352914403
Ireland,Annual,GDP per hour worked,Index,Q,Constant prices,2022,107.737199
Ireland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2023,-7.113089417
Ireland,Annual,GDP per hour worked,Index,Q,Constant prices,2023,100.0737557
Ireland,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2024,-0.857623193
Ireland,Annual,GDP per hour worked,Index,Q,Constant prices,2024,99.21549996
Israel,Annual,GDP per hour worked,Index,Q,Constant prices,1995,65.58874052
Israel,Annual,GDP per hour worked,Index,Q,Constant prices,1996,65.99439771
Israel,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,1996,0.618486015
Israel,Annual,GDP per hour worked,Index,Q,Constant prices,1997,67.03865959
Israel,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,1997,1.582349296
Israel,Annual,GDP per hour worked,Index,Q,Constant prices,1998,68.8543446
Israel,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,1998,2.708414839
Israel,Annual,GDP per hour worked,Index,Q,Constant prices,1999,68.87806112
Israel,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,1999,0.034444477
Israel,Annual,GDP per hour worked,Index,Q,Constant prices,2000,71.8140194
Israel,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2000,4.262544903
Israel,Annual,GDP per hour worked,Index,Q,Constant prices,2001,73.49385319
Israel,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2001,2.339144642
Israel,Annual,GDP per hour worked,Index,Q,Constant prices,2002,72.68854289
Israel,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2002,-1.095751912
Israel,Annual,GDP per hour worked,Index,Q,Constant prices,2003,73.69812304
Israel,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2003,1.38891235
Israel,Annual,GDP per hour worked,Index,Q,Constant prices,2004,76.37997131
Israel,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2004,3.638964148
Israel,Annual,GDP per hour worked,Index,Q,Constant prices,2005,77.43748227
Israel,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2005,1.384539618
Israel,Annual,GDP per hour worked,Index,Q,Constant prices,2006,79.75750906
Israel,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2006,2.995999759
Israel,Annual,GDP per hour worked,Index,Q,Constant prices,2007,80.69923778
Israel,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2007,1.180739885
Israel,Annual,GDP per hour worked,Index,Q,Constant prices,2008,80.34163066
Israel,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2008,-0.443135682
Israel,Annual,GDP per hour worked,Index,Q,Constant prices,2009,79.91465086
Israel,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2009,-0.531455227
Israel,Annual,GDP per hour worked,Index,Q,Constant prices,2010,82.05175635
Israel,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2010,2.674234909
Israel,Annual,GDP per hour worked,Index,Q,Constant prices,2011,84.08079484
Israel,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2011,2.47287636
Israel,Annual,GDP per hour worked,Index,Q,Constant prices,2012,83.64755894
Israel,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2012,-0.515261419
Israel,Annual,GDP per hour worked,Index,Q,Constant prices,2013,85.01427558
Israel,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2013,1.633899008
Israel,Annual,GDP per hour worked,Index,Q,Constant prices,2014,86.19759918
Israel,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2014,1.391911638
Israel,Annual,GDP per hour worked,Index,Q,Constant prices,2015,86.19705688
Israel,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2015,-0.000629127
Israel,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2016,0.728446982
Israel,Annual,GDP per hour worked,Index,Q,Constant prices,2016,86.82495674
Israel,Annual,GDP per hour worked,Index,Q,Constant prices,2017,88.4943505
Israel,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2017,1.922711876
Israel,Annual,GDP per hour worked,Index,Q,Constant prices,2018,90.71663748
Israel,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2018,2.511219043
Israel,Annual,GDP per hour worked,Index,Q,Constant prices,2019,93.49842618
Israel,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2019,3.066459228
Israel,Annual,GDP per hour worked,Index,Q,Constant prices,2020,100
Israel,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2020,6.953671934
Israel,Annual,GDP per hour worked,Index,Q,Constant prices,2021,102.2315411
Israel,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2021,2.231541075
Israel,Annual,GDP per hour worked,Index,Q,Constant prices,2022,101.4743728
Israel,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2022,-0.740640624
Israel,Annual,GDP per hour worked,Index,Q,Constant prices,2023,100.8610411
Israel,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2023,-0.604420234
Israel,Annual,GDP per hour worked,Index,Q,Constant prices,2024,101.3011082
Israel,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2024,0.436310325
Italy,Annual,GDP per hour worked,Index,Q,Constant prices,1995,90.34007883
Italy,Annual,GDP per hour worked,Index,Q,Constant prices,1996,90.55799978
Italy,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,1996,0.241222889
Italy,Annual,GDP per hour worked,Index,Q,Constant prices,1997,92.28557441
Italy,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,1997,1.907699637
Italy,Annual,GDP per hour worked,Index,Q,Constant prices,1998,92.25953192
Italy,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,1998,-0.028219468
Italy,Annual,GDP per hour worked,Index,Q,Constant prices,1999,92.86854979
Italy,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,1999,0.66011377
Italy,Annual,GDP per hour worked,Index,Q,Constant prices,2000,95.59297712
Italy,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2000,2.93363828
Italy,Annual,GDP per hour worked,Index,Q,Constant prices,2001,96.18767335
Italy,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2001,0.622112889
Italy,Annual,GDP per hour worked,Index,Q,Constant prices,2002,95.63555472
Italy,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2002,-0.574001437
Italy,Annual,GDP per hour worked,Index,Q,Constant prices,2003,95.0448785
Italy,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2003,-0.617632452
Italy,Annual,GDP per hour worked,Index,Q,Constant prices,2004,95.95280996
Italy,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2004,0.955266056
Italy,Annual,GDP per hour worked,Index,Q,Constant prices,2005,96.39361093
Italy,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2005,0.4593935
Italy,Annual,GDP per hour worked,Index,Q,Constant prices,2006,96.15213097
Italy,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2006,-0.250514494
Italy,Annual,GDP per hour worked,Index,Q,Constant prices,2007,96.06425392
Italy,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2007,-0.091393758
Italy,Annual,GDP per hour worked,Index,Q,Constant prices,2008,95.44837886
Italy,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2008,-0.641107417
Italy,Annual,GDP per hour worked,Index,Q,Constant prices,2009,93.6570462
Italy,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2009,-1.876755458
Italy,Annual,GDP per hour worked,Index,Q,Constant prices,2010,95.60193769
Italy,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2010,2.07660989
Italy,Annual,GDP per hour worked,Index,Q,Constant prices,2011,96.26479318
Italy,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2011,0.69334943
Italy,Annual,GDP per hour worked,Index,Q,Constant prices,2012,95.60158738
Italy,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2012,-0.6889391
Italy,Annual,GDP per hour worked,Index,Q,Constant prices,2013,96.35234697
Italy,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2013,0.785300344
Italy,Annual,GDP per hour worked,Index,Q,Constant prices,2014,96.4539921
Italy,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2014,0.105493149
Italy,Annual,GDP per hour worked,Index,Q,Constant prices,2015,96.53312366
Italy,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2015,0.082040739
Italy,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2016,-0.431115682
Italy,Annual,GDP per hour worked,Index,Q,Constant prices,2016,96.11695423
Italy,Annual,GDP per hour worked,Index,Q,Constant prices,2017,96.60577149
Italy,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2017,0.508565073
Italy,Annual,GDP per hour worked,Index,Q,Constant prices,2018,96.45167565
Italy,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2018,-0.159509969
Italy,Annual,GDP per hour worked,Index,Q,Constant prices,2019,96.83150156
Italy,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2019,0.393799184
Italy,Annual,GDP per hour worked,Index,Q,Constant prices,2020,100
Italy,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2020,3.272177323
Italy,Annual,GDP per hour worked,Index,Q,Constant prices,2021,98.81245247
Italy,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2021,-1.187547531
Italy,Annual,GDP per hour worked,Index,Q,Constant prices,2022,99.32950481
Italy,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2022,0.523266379
Italy,Annual,GDP per hour worked,Index,Q,Constant prices,2023,97.57519622
Italy,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2023,-1.766150544
Italy,Annual,GDP per hour worked,Index,Q,Constant prices,2024,96.25567583
Italy,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2024,-1.352311283
Japan,Annual,GDP per hour worked,Index,Q,Constant prices,1995,74.5103988
Japan,Annual,GDP per hour worked,Index,Q,Constant prices,1996,76.44432968
Japan,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,1996,2.595518101
Japan,Annual,GDP per hour worked,Index,Q,Constant prices,1997,77.75265339
Japan,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,1997,1.711472538
Japan,Annual,GDP per hour worked,Index,Q,Constant prices,1998,78.62380544
Japan,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,1998,1.120414556
Japan,Annual,GDP per hour worked,Index,Q,Constant prices,1999,80.83019315
Japan,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,1999,2.80625912
Japan,Annual,GDP per hour worked,Index,Q,Constant prices,2000,83.16838498
Japan,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2000,2.892720828
Japan,Annual,GDP per hour worked,Index,Q,Constant prices,2001,84.35188591
Japan,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2001,1.423017809
Japan,Annual,GDP per hour worked,Index,Q,Constant prices,2002,85.90625537
Japan,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2002,1.842720457
Japan,Annual,GDP per hour worked,Index,Q,Constant prices,2003,87.13068564
Japan,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2003,1.425309785
Japan,Annual,GDP per hour worked,Index,Q,Constant prices,2004,89.22444718
Japan,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2004,2.403012816
Japan,Annual,GDP per hour worked,Index,Q,Constant prices,2005,90.51747871
Japan,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2005,1.449189742
Japan,Annual,GDP per hour worked,Index,Q,Constant prices,2006,90.66364703
Japan,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2006,0.161480766
